institution,course_name,url,year,module_name,credits,type
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,Politics and Governance of the EU,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,dissertations,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,essays,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,group essays,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,individual and group projects,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 3,written exams,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 1,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 1,dissertations,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 1,essays,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 1,group essays,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 1,individual and group projects,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 1,written exams,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 2,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 2,dissertations,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 2,essays,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 2,group essays,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 2,individual and group projects,,
Southampton,BSc (hons) politics,https://www.southampton.ac.uk/courses/politics-degree-bsc,Year 2,written exams,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,Partisans,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,Public Opinion and Elections,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,Politics and Protest,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,Reinventing Democracy,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,Politics and Governance of the EU,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,dissertations,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,essays,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,group essays,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,individual and group projects,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 3,written exams,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 1,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 1,dissertations,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 1,essays,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 1,group essays,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 1,individual and group projects,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 1,written exams,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 2,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 2,dissertations,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 2,essays,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 2,group essays,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 2,individual and group projects,,
Southampton,BSc (hons) international relations,https://www.southampton.ac.uk/courses/international-relations-degree-bsc,Year 2,written exams,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,Partisans,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,Public Opinion and Elections,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,Politics and Protest,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,Reinventing Democracy,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,Politics and Governance of the EU,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,dissertations,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,essays,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,group essays,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,individual and group projects,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 3,written exams,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 1,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 1,dissertations,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 1,essays,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 1,group essays,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 1,individual and group projects,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 1,written exams,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 2,"coursework, laboratory reports and essays",,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 2,dissertations,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 2,essays,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 2,group essays,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 2,individual and group projects,,
Southampton,BSc (hons) politics & international relations,https://www.southampton.ac.uk/courses/politics-international-relations-degree-bsc,Year 2,written exams,,
Northumbria,BA (hons) international relations & politics,https://www.northumbria.ac.uk/study-at-northumbria/courses/international-relations-and-politics-ba-hons-uusirp1/,Year 1,"Researching International Relations and Politics (Core,",20,core
Northumbria,BA (hons) international relations & politics,https://www.northumbria.ac.uk/study-at-northumbria/courses/international-relations-and-politics-ba-hons-uusirp1/,Year 1,Skills for Academic Success in a UK University (Core,0,core
Northumbria,BA (hons) international relations & politics,https://www.northumbria.ac.uk/study-at-northumbria/courses/international-relations-and-politics-ba-hons-uusirp1/,Year 1,"Researching International Relations and Politics (Core,",20,core
Northumbria,BA (hons) international relations & politics,https://www.northumbria.ac.uk/study-at-northumbria/courses/international-relations-and-politics-ba-hons-uusirp1/,Year 1,Skills for Academic Success in a UK University (Core,0,core
Northumbria,BA (hons) international relations & politics,https://www.northumbria.ac.uk/study-at-northumbria/courses/international-relations-and-politics-ba-hons-uusirp1/,Year 2,"Social Sciences Study Abroad (60 credit) (Optional,",60,
Northumbria,BA (hons) international relations & politics,https://www.northumbria.ac.uk/study-at-northumbria/courses/international-relations-and-politics-ba-hons-uusirp1/,Year 2,"From Bastille to Strasbourg- A Journey through Human Rights (Optional,",20,optional
